"","Race","Gender","traffic","Arrest","BondAmount","druggun","Patrol","Officer","Date","Day","Time","qol","UseOfForce","SearchConducted","Stopped","TimeZone"
"8728","Black","Man",FALSE,TRUE,1000,FALSE,"D5","ALCALA, J. A. (18566)  ISB",2022-03-26,"Sat",06:47:00,FALSE,"No","No","No","US/Eastern"
"8729","Black","Man",FALSE,TRUE,NA,TRUE,"D5","STEWART, J. M. (21145)  ISB",2019-12-05,"Thu",19:06:00,FALSE,"No","No","No","US/Eastern"
"8730","Black","Man",FALSE,TRUE,1000,FALSE,"D5","GONZALES, C. R. (22155)  UPB",2021-08-04,"Wed",17:46:00,FALSE,"No","No","No","US/Eastern"
"8731","Black","Woman",FALSE,FALSE,NA,FALSE,"D5","KOZAR, K. L. (9779)  UPB",2022-05-11,"Wed",13:03:00,FALSE,"No","No","No","US/Eastern"
"8732","Black","Man",FALSE,TRUE,1000,FALSE,"D5","BAUM, K.  (22869)  UPB",2019-04-15,"Mon",09:20:00,FALSE,"No","No","No","US/Eastern"
"8733","Black","Man",TRUE,FALSE,NA,FALSE,"D5","MCNALLY, R.  (23978)  UPB",2021-03-09,"Tue",04:52:00,FALSE,"No","No","No","US/Eastern"
"8734","Black","Man",FALSE,TRUE,10000,FALSE,"D5","GARCIA, C. A. (20631)  ISB",2021-05-22,"Sat",18:43:00,FALSE,"No","No","No","US/Eastern"
"8735","Black","Man",FALSE,FALSE,20000,TRUE,"D5","ELNESSER, P.  (22861)  ISB",2022-03-11,"Fri",18:00:00,FALSE,"No","No","No","US/Eastern"
"8736","Black","Man",FALSE,TRUE,NA,FALSE,"D5","STEBBINS, T. D. (22123)  UPB",2018-11-15,"Thu",14:29:00,FALSE,"No","No","No","US/Eastern"
"8737","Black","Man",FALSE,TRUE,275000,TRUE,"D5","STONE, C. W. (24244)  UPB",2021-06-02,"Wed",13:21:00,FALSE,"No","No","No","US/Eastern"
"8738","Black","Man",FALSE,TRUE,275000,FALSE,"D5","STONE, C. W. (24244)  UPB",2021-06-10,"Thu",07:19:00,FALSE,"No","No","No","US/Eastern"
"8739","Black","Man",FALSE,FALSE,NA,FALSE,"D5","VALLE AVELARES, J. C. (858)",2019-09-15,"Sun",23:53:00,FALSE,"No","No","No","US/Eastern"
"8740","Black","Man",FALSE,FALSE,NA,TRUE,"D5","PARK, C.  (23316)  UPB",2020-03-04,"Wed",14:55:00,FALSE,"No","No","No","US/Eastern"
"8741","Black","Man",FALSE,FALSE,NA,FALSE,"D5","FERNANDES, N. M. (24380)  UP",2021-10-19,"Tue",23:30:00,FALSE,"No","No","No","US/Eastern"
"8742","Black","Man",FALSE,FALSE,1500,TRUE,"D5","BRAVE, A. R. (24992)  UPB",2021-06-28,"Mon",13:18:00,FALSE,"No","No","No","US/Eastern"
"8743","White","Man",FALSE,FALSE,500,FALSE,"D5","FERNANDES, N. M. (24380)  UP",2021-08-07,"Sat",05:57:00,FALSE,"No","No","No","US/Eastern"
"8744","Black","Man",TRUE,TRUE,5000,FALSE,"D5","VANDERDRIFT, J.  (22173)  UP",2021-10-11,"Mon",15:13:00,FALSE,"No","No","No","US/Eastern"
"8745","Black","Man",FALSE,FALSE,750,TRUE,"D5","CREECH, D. R. (18053)  UPB",2021-10-08,"Fri",10:20:00,FALSE,"No","No","No","US/Eastern"
"8746","Black","Man",FALSE,TRUE,NA,TRUE,"D5","BARTLETT, D.  (23780)  UPB",2019-06-20,"Thu",22:41:00,FALSE,"No","No","No","US/Eastern"
"8747","Black","Man",FALSE,FALSE,NA,FALSE,"D5","MCCALLOP, A. D. (2088)  UPB",2020-01-23,"Thu",21:25:00,FALSE,"No","No","No","US/Eastern"
"8748","Black","Man",FALSE,TRUE,1000,FALSE,"D5","WHISNANT, T. G. (21393)  ISB",2022-03-13,"Sun",15:21:00,FALSE,"No","No","No","US/Eastern"
"8749","Black","Man",FALSE,TRUE,NA,FALSE,"D5","BAUM, K.  (22869)  UPB",2021-10-27,"Wed",09:57:00,FALSE,"No","No","No","US/Eastern"
"8750","Black","Man",FALSE,TRUE,NA,FALSE,"D5","OAKLEY, S.  (23829)  UPB",2022-01-12,"Wed",01:06:00,FALSE,"No","No","No","US/Eastern"
"8751","White","Man",FALSE,TRUE,3000,FALSE,"D5","MILLS, E. B. (20647)  UPB",2020-09-15,"Tue",11:08:00,FALSE,"No","No","No","US/Eastern"
"8752","Black","Man",FALSE,FALSE,20000,TRUE,"D5","THRALL, T. M. (7222)  ISB",2019-02-22,"Fri",13:25:00,FALSE,"No","No","No","US/Eastern"
"8753","Black","Man",FALSE,TRUE,NA,TRUE,"D5","STEWART, J. M. (21145)  ISB",2019-11-21,"Thu",16:20:00,FALSE,"No","No","No","US/Eastern"
"8754","Black","Man",FALSE,TRUE,1000,FALSE,"D5","WHISNANT, T. G. (21393)  ISB",2021-05-18,"Tue",23:43:00,FALSE,"No","No","No","US/Eastern"
"8755","Black","Man",FALSE,TRUE,150000,TRUE,"D5","THRALL, T. M. (7222)  ISB",2019-12-13,"Fri",00:01:00,FALSE,"No","No","No","US/Eastern"
"8756","Black","Man",TRUE,TRUE,NA,TRUE,"D5","SHEPARD, A. J. (13659)  ISB",2019-01-16,"Wed",14:53:00,FALSE,"No","No","No","US/Eastern"
"8757","Black","Woman",FALSE,FALSE,NA,FALSE,"D5","SMITH, K. R. (7752)  UPB",2021-04-13,"Tue",14:42:00,FALSE,"No","No","No","US/Eastern"
"8758","Black","Man",FALSE,TRUE,500,FALSE,"D5","GONZALEZ, E.  (23797)  UPB",2020-04-23,"Thu",12:11:00,FALSE,"No","No","No","US/Eastern"
"8759","Black","Man",FALSE,TRUE,NA,FALSE,"D5","VIDAL, K. G. (24252)  UPB",2021-10-08,"Fri",00:36:00,FALSE,"No","No","No","US/Eastern"
"8760","Black","Man",FALSE,TRUE,NA,FALSE,"D5","VIDAL, K. G. (24252)  UPB",2021-10-08,"Fri",00:43:00,FALSE,"No","No","No","US/Eastern"
"8761","Black","Man",FALSE,TRUE,NA,FALSE,"D5","VIDAL, K. G. (24252)  UPB",2021-10-08,"Fri",00:50:00,FALSE,"No","No","No","US/Eastern"
"8762","Black","Man",FALSE,TRUE,NA,FALSE,"D5","VIDAL, K. G. (24252)  UPB",2021-10-08,"Fri",00:56:00,FALSE,"No","No","No","US/Eastern"
"8763","Black","Man",FALSE,TRUE,NA,FALSE,"D5","VIDAL, K. G. (24252)  UPB",2021-10-08,"Fri",01:47:00,FALSE,"No","No","No","US/Eastern"
"8764","White","Man",FALSE,TRUE,5000,FALSE,"D5","GOMEZ, E.  (23799)  UPB",2019-06-18,"Tue",00:31:00,FALSE,"No","No","No","US/Eastern"
"8765","Black","Woman",FALSE,TRUE,NA,FALSE,"D5","COLQUITT, D. D. (4810)  UPB",2021-04-24,"Sat",22:02:00,FALSE,"No","No","No","US/Eastern"
"8766","White","Man",FALSE,TRUE,10000,FALSE,"D5","WATKINS, L. D. (2994)  UPB",2020-12-25,"Fri",21:45:00,FALSE,"No","No","No","US/Eastern"
"8767","Black","Man",FALSE,FALSE,NA,TRUE,"D5","PARKSTONE, N.  (21823)  UPB",2021-03-04,"Thu",21:43:00,FALSE,"No","No","No","US/Eastern"
"8768","Black","Man",FALSE,FALSE,5000,FALSE,"D5","COX, D.  (23377)  UPB",2018-11-18,"Sun",03:34:00,FALSE,"No","No","No","US/Eastern"
"8769","Black","Woman",FALSE,FALSE,2500,TRUE,"D5","OAKLEY, S.  (23829)  UPB",2021-09-21,"Tue",23:08:00,FALSE,"No","No","No","US/Eastern"
"8770","Black","Man",FALSE,FALSE,500,TRUE,"D5","OAKLEY, S.  (23829)  UPB",2021-09-21,"Tue",23:14:00,FALSE,"No","No","No","US/Eastern"
"8771","Black","Man",FALSE,TRUE,NA,FALSE,"D5","OAKLEY, S.  (23829)  UPB",2021-09-21,"Tue",23:16:00,FALSE,"No","No","No","US/Eastern"
"8772","Black","Man",FALSE,TRUE,NA,FALSE,"D5","ADKINS, M.  (23908)  UPB",2020-04-02,"Thu",17:35:00,FALSE,"No","No","No","US/Eastern"
"8773","Black","Woman",FALSE,FALSE,NA,FALSE,"D5","HEIB, E.  (23807)  UPB",2020-05-31,"Sun",20:03:00,FALSE,"No","No","No","US/Eastern"
"8774","Black","Man",FALSE,FALSE,NA,FALSE,"D5","WHISNANT, T. G. (21393)  ISB",2019-02-26,"Tue",20:37:00,FALSE,"No","No","No","US/Eastern"
"8775","Black","Man",FALSE,TRUE,NA,FALSE,"D5","SNELL YOUNG, S.  (23811)  UP",2019-06-27,"Thu",23:30:00,FALSE,"No","No","No","US/Eastern"
"8776","Black","Man",FALSE,FALSE,NA,FALSE,"D5","SNELL YOUNG, S.  (23811)  UP",2019-06-27,"Thu",23:30:00,FALSE,"No","No","No","US/Eastern"
"8777","Black","Man",FALSE,FALSE,NA,FALSE,"D5","SNELL YOUNG, S.  (23811)  UP",2019-06-27,"Thu",23:30:00,FALSE,"No","No","No","US/Eastern"
"8778","Black","Woman",FALSE,FALSE,NA,FALSE,"D5","STEWART, T. A. (6137)  UPB",2019-09-24,"Tue",16:30:00,FALSE,"No","No","No","US/Eastern"
"8779","Black","Man",FALSE,FALSE,2000,FALSE,"D5","DAVIS, T. J. (24963)  UPB",2021-01-13,"Wed",00:49:00,FALSE,"No","No","No","US/Eastern"
"8780","Black","Man",FALSE,TRUE,NA,FALSE,"D5","ELLIS, W. J. (8238)  UPB",2019-10-09,"Wed",13:11:00,FALSE,"No","No","No","US/Eastern"
"8781","Black","Man",FALSE,FALSE,NA,FALSE,"D5","SMITH, K. R. (7752)  UPB",2018-11-08,"Thu",13:55:00,FALSE,"No","No","No","US/Eastern"
"8782","Black","Man",FALSE,TRUE,NA,FALSE,"D5","SMITH, K. R. (7752)  UPB",2018-11-09,"Fri",16:50:00,FALSE,"No","No","No","US/Eastern"
"8783","Black","Man",FALSE,FALSE,NA,FALSE,"D5","ELLIS, W. J. (8238)  UPB",2020-03-23,"Mon",12:38:00,FALSE,"No","No","No","US/Eastern"
"8784","Black","Woman",FALSE,FALSE,1500,FALSE,"D5","ROWSEY, J.  (22157)  UPB",2021-02-17,"Wed",04:44:00,FALSE,"No","No","No","US/Eastern"
"8785","Black","Man",FALSE,FALSE,250000,FALSE,"D5","STEWART, J. M. (21145)  ISB",2020-02-05,"Wed",13:41:00,FALSE,"No","No","No","US/Eastern"
"8786","White","Man",FALSE,TRUE,NA,FALSE,"D5","MINCEY, B. K. (7152)  UPB",2020-02-02,"Sun",00:09:00,FALSE,"No","No","No","US/Eastern"
"8787","White","Man",FALSE,TRUE,NA,TRUE,"D5","PARKSTONE, N.  (21823)  UPB",2021-11-25,"Thu",19:52:00,FALSE,"No","No","No","US/Eastern"
"8788","White","Man",TRUE,TRUE,NA,FALSE,"D5","PARKSTONE, N.  (21823)  UPB",2021-11-25,"Thu",20:17:00,FALSE,"No","No","No","US/Eastern"
"8789","Black","Man",FALSE,TRUE,2500,FALSE,"D5","KELLAR, J. C. (20619)  ISB",2020-07-22,"Wed",15:50:00,FALSE,"No","No","No","US/Eastern"
"8790","White","Man",FALSE,FALSE,NA,FALSE,"D5","VIDAL, K. G. (24252)  UPB",2020-02-27,"Thu",04:43:00,FALSE,"No","No","No","US/Eastern"
"8791","Black","Man",TRUE,FALSE,25000,TRUE,"D5","MCNALLY, R.  (23978)  UPB",2019-11-10,"Sun",16:08:00,FALSE,"No","No","No","US/Eastern"
"8792","Black","Man",FALSE,TRUE,NA,FALSE,"D5","BRIGANTE, J. P. (12606)  ISB",2019-09-19,"Thu",15:30:00,FALSE,"No","No","No","US/Eastern"
"8793","Black","Man",FALSE,TRUE,NA,FALSE,"D5","JONES, B. N. (23841)  UPB",2020-08-12,"Wed",13:25:00,FALSE,"No","No","No","US/Eastern"
"8794","Black","Man",FALSE,TRUE,NA,FALSE,"D5","OFFENBURG, K. I. (19127)  UP",2020-07-22,"Wed",16:22:00,FALSE,"No","No","No","US/Eastern"
"8795","Black","Man",FALSE,TRUE,NA,FALSE,"D5","KIRKMAN, C. M. (5618)  UPB",2020-02-25,"Tue",05:05:00,FALSE,"No","No","No","US/Eastern"
"8796","Black","Man",FALSE,TRUE,NA,FALSE,"D5","KIRKMAN, C. M. (5618)  UPB",2020-02-25,"Tue",05:16:00,FALSE,"No","No","No","US/Eastern"
"8797","Black","Man",FALSE,TRUE,1000,FALSE,"D5","CREECH, D. R. (18053)  UPB",2020-01-22,"Wed",10:25:00,FALSE,"No","No","No","US/Eastern"
"8798","Black","Woman",FALSE,TRUE,25000,FALSE,"D5","STEWART, J. M. (21145)  ISB",2019-11-06,"Wed",01:54:00,FALSE,"No","No","No","US/Eastern"
"8799","Black","Man",TRUE,TRUE,NA,FALSE,"D5","PLACE, N. W. (22843)  UPB",2019-07-24,"Wed",02:43:00,FALSE,"No","No","No","US/Eastern"
"8800","Black","Man",FALSE,FALSE,5000,FALSE,"D5","STEWART, J. M. (21145)  ISB",2019-09-18,"Wed",08:09:00,FALSE,"No","No","No","US/Eastern"
"8801","Black","Man",FALSE,TRUE,NA,FALSE,"D5","WHISNANT, T. G. (21393)  ISB",2021-12-08,"Wed",16:37:00,FALSE,"No","No","No","US/Eastern"
"8802","White","Man",FALSE,FALSE,5000.5,FALSE,"D5","KIRKMAN, C. M. (5618)  UPB",2021-10-06,"Wed",18:23:00,FALSE,"No","No","No","US/Eastern"
"8803","Black","Man",FALSE,FALSE,NA,FALSE,"D5","SMITH, K. R. (7752)  UPB",2022-01-09,"Sun",21:47:00,FALSE,"No","No","No","US/Eastern"
"8804","Black","Man",FALSE,FALSE,1000,FALSE,"D5","MINCEY, B. K. (7152)  UPB",2021-11-23,"Tue",21:20:00,FALSE,"No","No","No","US/Eastern"
"8805","White","Man",FALSE,FALSE,1000000,FALSE,"D5","STRINGHAM, A. C. (13723)  UP",2019-02-01,"Fri",19:50:00,FALSE,"No","No","No","US/Eastern"
"8806","Black","Woman",FALSE,FALSE,25000,TRUE,"D5","HAMILTON, G.  (23844)  UPB",2020-06-24,"Wed",19:25:00,FALSE,"No","No","No","US/Eastern"
"8807","White","Man",FALSE,FALSE,15000,FALSE,"D5","ADKINS, M.  (23908)  UPB",2021-06-30,"Wed",17:18:00,FALSE,"No","No","No","US/Eastern"
"8808","White","Man",FALSE,FALSE,15000,FALSE,"D5","ADKINS, M.  (23908)  UPB",2021-06-30,"Wed",17:26:00,FALSE,"No","No","No","US/Eastern"
"8809","White","Woman",FALSE,FALSE,NA,FALSE,"D5","KRAMER, A.  (23814)  UPB",2020-02-09,"Sun",00:45:00,FALSE,"No","No","No","US/Eastern"
"8810","Black","Man",FALSE,TRUE,10000,TRUE,"D5","NORRIS, R.  (25004)  UPB",2021-11-17,"Wed",15:52:00,FALSE,"No","No","No","US/Eastern"
"8811","Black","Woman",FALSE,TRUE,1000,FALSE,"D5","CARLSON, M.  (23375)  SSB",2019-01-20,"Sun",13:31:00,FALSE,"No","No","No","US/Eastern"
"8812","Black","Man",TRUE,FALSE,NA,FALSE,"D5","DAVIS, H. L. (8160)  UPB",2020-06-29,"Mon",13:58:00,FALSE,"No","No","No","US/Eastern"
"8813","Black","Man",FALSE,FALSE,NA,FALSE,"D5","HOPKINS, K. A. (9298)  UPB",2020-07-11,"Sat",06:33:00,TRUE,"No","No","No","US/Eastern"
"8814","Black","Man",FALSE,FALSE,2500,FALSE,"D5","HUNTOON, B. N. (24188)  UPB",2022-02-26,"Sat",21:56:00,FALSE,"No","No","No","US/Eastern"
"8815","Black","Man",TRUE,TRUE,5000,FALSE,"D5","WOOD, C. B. (25003)  UPB",2021-09-11,"Sat",17:07:00,FALSE,"No","No","No","US/Eastern"
"8816","Black","Woman",FALSE,TRUE,NA,TRUE,"D5","MINCEY, B. K. (7152)  UPB",2020-01-29,"Wed",14:12:00,FALSE,"No","No","No","US/Eastern"
"8817","Black","Man",FALSE,TRUE,14000,FALSE,"D5","CREECH, D. R. (18053)  UPB",2021-06-29,"Tue",03:09:00,FALSE,"No","No","No","US/Eastern"
"8818","White","Man",FALSE,FALSE,NA,FALSE,"D5","ELLIS, W. J. (8238)  UPB",2021-12-12,"Sun",17:18:00,FALSE,"No","No","No","US/Eastern"
"8819","White","Man",FALSE,TRUE,1000,FALSE,"D5","ELLIS, W. J. (8238)  UPB",2021-10-06,"Wed",15:45:00,FALSE,"No","No","No","US/Eastern"
"8820","Black","Man",FALSE,FALSE,NA,TRUE,"D5","OAKLEY, S.  (23829)  UPB",2019-11-01,"Fri",04:06:00,FALSE,"No","No","No","US/Eastern"
"8821","Black","Man",FALSE,TRUE,5000,FALSE,"D5","CREECH, D. R. (18053)  UPB",2022-05-22,"Sun",17:07:00,FALSE,"No","No","No","US/Eastern"
"8822","Black","Man",FALSE,FALSE,2500,TRUE,"D5","VALERIO, E. J. (19390)  UPB",2020-09-03,"Thu",22:25:00,FALSE,"No","No","No","US/Eastern"
"8823","Black","Woman",FALSE,TRUE,50000,FALSE,"D5","CONE, R. M. (17526)  UPB",2022-04-28,"Thu",18:13:00,FALSE,"No","No","No","US/Eastern"
"8824","Black","Woman",FALSE,FALSE,1000,TRUE,"D5","WEBSTER, J. S. (24790)  UPB",2020-12-29,"Tue",02:41:00,FALSE,"No","No","No","US/Eastern"
"8825","Black","Man",FALSE,FALSE,500,FALSE,"D5","SMITH, K. R. (7752)  UPB",2020-08-26,"Wed",18:54:00,FALSE,"No","No","No","US/Eastern"
"8826","White","Woman",FALSE,TRUE,2500,FALSE,"D5","SMITH, K. R. (7752)  UPB",2019-06-20,"Thu",13:11:00,FALSE,"No","No","No","US/Eastern"
"8827","Black","Man",FALSE,FALSE,5000,FALSE,"D5","WEISS, J. M. (21392)  UPB",2020-04-07,"Tue",16:59:00,FALSE,"No","No","No","US/Eastern"
"8828","Black","Man",FALSE,TRUE,4000,FALSE,"D5","KRAMER, A.  (23814)  UPB",2020-06-23,"Tue",11:03:00,FALSE,"No","No","No","US/Eastern"
"8829","Black","Man",FALSE,TRUE,5000,FALSE,"D5","STRINGHAM, A. C. (13723)  UP",2019-01-24,"Thu",14:00:00,FALSE,"No","No","No","US/Eastern"
"8830","Black","Man",FALSE,FALSE,5000,TRUE,"D5","ELNESSER, P.  (22861)  ISB",2022-03-23,"Wed",20:35:00,FALSE,"No","No","No","US/Eastern"
"8831","Black","Man",FALSE,TRUE,NA,FALSE,"D5","KELLAR, J. C. (20619)  ISB",2019-06-24,"Mon",13:24:00,TRUE,"No","No","No","US/Eastern"
"8832","Black","Woman",TRUE,FALSE,NA,FALSE,"D5","SWANSON, L.  (23388)  UPB",2018-11-24,"Sat",02:55:00,FALSE,"No","No","No","US/Eastern"
"8833","White","Man",FALSE,FALSE,NA,FALSE,"D5","WHISNANT, T. G. (21393)  ISB",2019-02-16,"Sat",10:54:00,TRUE,"No","No","No","US/Eastern"
"8834","Black","Man",FALSE,FALSE,NA,FALSE,"D5","WATKINS, L. D. (2994)  UPB",2021-05-07,"Fri",03:48:00,FALSE,"No","No","No","US/Eastern"
"8835","Black","Man",FALSE,FALSE,NA,FALSE,"D5","SWANSON, L.  (23388)  UPB",2018-11-30,"Fri",10:45:00,TRUE,"No","No","No","US/Eastern"
"8836","White","Man",FALSE,FALSE,500,FALSE,"D5","BOLICK, C. R. (20626)  UPB",2020-06-26,"Fri",11:56:00,FALSE,"No","No","No","US/Eastern"
"8837","Black","Woman",FALSE,TRUE,NA,FALSE,"D5","OAKLEY, S.  (23829)  UPB",2021-09-28,"Tue",16:00:00,FALSE,"No","No","No","US/Eastern"
"8838","White","Man",FALSE,FALSE,750000,FALSE,"D5","BARTLETT, D.  (23780)  UPB",2020-07-31,"Fri",07:33:00,FALSE,"No","No","No","US/Eastern"
"8839","Black","Man",FALSE,TRUE,NA,FALSE,"D5","ROBERTSON, J. D. (6916)  UPB",2021-07-15,"Thu",17:18:00,FALSE,"No","No","No","US/Eastern"
"8840","Black","Woman",FALSE,TRUE,NA,FALSE,"D5","WAGSTAFF, J. H. (21147)  ISB",2020-05-26,"Tue",16:30:00,FALSE,"No","No","No","US/Eastern"
"8841","White","Man",FALSE,FALSE,NA,FALSE,"D5","GONZALES, C. R. (22155)  UPB",2019-07-23,"Tue",19:14:00,FALSE,"No","No","No","US/Eastern"
"8842","Black","Man",FALSE,TRUE,NA,FALSE,"D5","MINCEY, B. K. (7152)  UPB",2019-05-31,"Fri",17:17:00,FALSE,"No","No","No","US/Eastern"
"8843","Black","Man",FALSE,TRUE,5000,FALSE,"D5","SAPOSNICK, M. J. (20649)  UP",2019-07-24,"Wed",13:00:00,FALSE,"No","No","No","US/Eastern"
"8844","Black","Man",FALSE,FALSE,NA,FALSE,"D5","MINCEY, B. K. (7152)  UPB",2020-12-21,"Mon",22:46:00,FALSE,"No","No","No","US/Eastern"
"8845","Black","Man",FALSE,FALSE,NA,FALSE,"D5","LAUZON, J. L. (21850)  UPB",2020-09-18,"Fri",18:08:00,FALSE,"No","No","No","US/Eastern"
"8846","Black","Man",FALSE,TRUE,1000,FALSE,"D5","ARMSTRONG, R.  (18578)  ISB",2019-06-26,"Wed",10:34:00,FALSE,"No","No","No","US/Eastern"
"8847","Black","Man",FALSE,FALSE,NA,FALSE,"D5","OFFENBURG, K. I. (19127)  UP",2020-07-22,"Wed",23:59:00,FALSE,"No","No","No","US/Eastern"
"8848","Black","Man",FALSE,TRUE,NA,FALSE,"D5","WAGSTAFF, J. H. (21147)  ISB",2020-04-12,"Sun",17:30:00,FALSE,"No","No","No","US/Eastern"
"8849","Black","Woman",FALSE,TRUE,10000,FALSE,"D5","SPRINKLE, L. N. (22169)  UPB",2021-05-27,"Thu",06:55:00,FALSE,"No","No","No","US/Eastern"
"8850","Black","Woman",FALSE,TRUE,NA,FALSE,"D5","SPRINKLE, L. N. (22169)  UPB",2021-05-27,"Thu",06:59:00,FALSE,"No","No","No","US/Eastern"
"8851","White","Man",FALSE,TRUE,NA,FALSE,"D5","DAVIS, T. J. (24963)  UPB",2022-04-08,"Fri",03:51:00,FALSE,"No","No","No","US/Eastern"
"8852","Black","Man",FALSE,FALSE,5000,FALSE,"D5","MUNTER, G. L. (9434)  UPB",2020-08-03,"Mon",13:05:00,FALSE,"No","No","No","US/Eastern"
"8853","Black","Woman",FALSE,FALSE,3000,FALSE,"D5","BOZYMSKI, S.  (24201)  UPB",2019-12-11,"Wed",06:50:00,FALSE,"No","No","No","US/Eastern"
"8854","Black","Woman",FALSE,TRUE,3000,FALSE,"D5","BOZYMSKI, S.  (24201)  UPB",2019-12-11,"Wed",07:01:00,FALSE,"No","No","No","US/Eastern"
"8855","Black","Man",FALSE,TRUE,NA,FALSE,"D5","GREEN, B.  (23800)  UPB",2019-04-29,"Mon",16:14:00,FALSE,"No","No","No","US/Eastern"
"8856","Black","Woman",FALSE,TRUE,500,FALSE,"D5","MILLER, W. J. (874)  SSB",2019-06-11,"Tue",10:08:00,FALSE,"No","No","No","US/Eastern"
"8857","Black","Woman",FALSE,TRUE,20000,FALSE,"D5","MINCEY, B. K. (7152)  UPB",2021-07-13,"Tue",16:00:00,FALSE,"No","No","No","US/Eastern"
"8858","Black","Man",TRUE,TRUE,NA,TRUE,"D5","FLORES, D.  (23379)  ISB",2020-08-27,"Thu",00:10:00,FALSE,"No","No","No","US/Eastern"
"8859","Black","Man",FALSE,FALSE,25000,TRUE,"D5","JIMENEZ, R. E. (20629)  ISB",2021-01-20,"Wed",17:50:00,FALSE,"No","No","No","US/Eastern"
"8860","Black","Man",FALSE,TRUE,NA,TRUE,"D5","BROADWELL, J. R. (5422)  ISB",2021-01-29,"Fri",23:00:00,FALSE,"No","No","No","US/Eastern"
"8861","Black","Man",FALSE,TRUE,NA,FALSE,"D5","MCGLASSON, M. B. (21383)  U",2021-08-29,"Sun",17:35:00,FALSE,"No","No","No","US/Eastern"
"8862","Black","Woman",FALSE,TRUE,NA,FALSE,"D5","STEWART, J. M. (21145)  ISB",2020-07-23,"Thu",11:36:00,FALSE,"No","No","No","US/Eastern"
"8863","Black","Man",FALSE,FALSE,50000,TRUE,"D5","JIMENEZ, R. E. (20629)  ISB",2021-05-11,"Tue",14:46:00,FALSE,"No","No","No","US/Eastern"
"8864","Black","Man",FALSE,FALSE,NA,FALSE,"D5","KELLAR, J. C. (20619)  ISB",2019-05-05,"Sun",20:13:00,FALSE,"No","No","No","US/Eastern"
"8865","Black","Man",FALSE,TRUE,NA,FALSE,"D5","WILLIAMS, J. L. (7110)  UPB",2021-04-13,"Tue",09:50:00,FALSE,"No","No","No","US/Eastern"
"8866","Black","Man",FALSE,TRUE,NA,FALSE,"D5","WILLIAMS, J. L. (7110)  UPB",2021-04-23,"Fri",11:30:00,FALSE,"No","No","No","US/Eastern"
"8867","Black","Man",FALSE,FALSE,NA,FALSE,"D5","HUNTOON, B. N. (24188)  UPB",2020-05-30,"Sat",10:14:00,FALSE,"No","No","No","US/Eastern"
"8868","Black","Man",FALSE,TRUE,500,FALSE,"D5","MINCEY, B. K. (7152)  UPB",2020-10-06,"Tue",09:27:00,FALSE,"No","No","No","US/Eastern"
"8869","Black","Woman",FALSE,FALSE,1000000,TRUE,"D5","THRALL, T. M. (7222)  ISB",2021-04-06,"Tue",09:00:00,FALSE,"No","No","No","US/Eastern"
"8870","White","Woman",TRUE,TRUE,NA,FALSE,"D5","PARKSTONE, N.  (21823)  UPB",2020-10-14,"Wed",21:04:00,FALSE,"No","No","No","US/Eastern"
"8871","Black","Man",FALSE,FALSE,NA,FALSE,"D5","PARKSTONE, N.  (21823)  UPB",2020-05-06,"Wed",17:17:00,FALSE,"No","No","No","US/Eastern"
"8872","Black","Man",FALSE,TRUE,8000,FALSE,"D5","SUPER, N. P. (12588)  UPB",2019-05-26,"Sun",17:48:00,FALSE,"No","No","No","US/Eastern"
"8873","Black","Man",FALSE,FALSE,2000,FALSE,"D5","PARKSTONE, N.  (21823)  UPB",2020-07-05,"Sun",23:11:00,FALSE,"No","No","No","US/Eastern"
"8874","Black","Man",FALSE,FALSE,10000,TRUE,"D5","BENFIELD, R. M. (19120)  UPB",2019-08-07,"Wed",20:02:00,FALSE,"No","No","No","US/Eastern"
"8875","Black","Man",FALSE,FALSE,1000,TRUE,"D5","LIBERTO, J. A. (17636)  UPB",2019-11-13,"Wed",05:08:00,FALSE,"No","No","No","US/Eastern"
"8876","Black","Man",FALSE,FALSE,NA,TRUE,"D5","LIBERTO, J. A. (17636)  UPB",2019-11-20,"Wed",14:56:00,FALSE,"No","No","No","US/Eastern"
"8877","Black","Man",FALSE,FALSE,2500,FALSE,"D5","SHEPARD, A. J. (13659)  ISB",2019-01-16,"Wed",16:03:00,FALSE,"No","No","No","US/Eastern"
"8878","Black","Man",FALSE,TRUE,NA,TRUE,"D5","HUNTOON, B. N. (24188)  UPB",2022-05-06,"Fri",13:29:00,FALSE,"No","No","No","US/Eastern"
"8879","White","Man",FALSE,TRUE,5000,FALSE,"D5","FLEEMAN, W. M. (7145)  UPB",2019-02-05,"Tue",13:59:00,FALSE,"No","No","No","US/Eastern"
"8880","White","Man",FALSE,TRUE,10000,FALSE,"D5","FLEEMAN, W. M. (7145)  UPB",2019-05-09,"Thu",09:50:00,FALSE,"No","No","No","US/Eastern"
"8881","White","Man",FALSE,TRUE,NA,FALSE,"D5","CONE, R. M. (17526)  UPB",2021-06-09,"Wed",17:34:00,FALSE,"No","No","No","US/Eastern"
"8882","Black","Man",FALSE,FALSE,NA,FALSE,"D5","SWANSON, L.  (23388)  UPB",2019-01-09,"Wed",22:26:00,FALSE,"No","No","No","US/Eastern"
"8883","Black","Man",FALSE,TRUE,2500,FALSE,"D5","MORTON, O.  (0183)  UPB",2018-11-29,"Thu",15:15:00,FALSE,"No","No","No","US/Eastern"
